Show,EpId,ClipId,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech,Name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
HeStutters,0,10,41861760,41909760,0,0,0,0,0,0,0,1,3,0,0,0,HeStutters_0_10,-409.4399,61.835724,11.941999,23.786076,-0.019959591,-0.49443784,-7.668434,4.26188,-15.007185,-3.078003,-1.7038089,-9.908122,-4.1526747,-3.6796563,-4.874277,-4.1111584,-2.0688403,-2.4569635,-6.8290358,-1.9379451,-2.8153245,-4.2907925,-3.639492,-0.77929807,-4.7224827,-1.4191136,-3.6667652,-3.7993696,-5.713784,-2.898894,-6.2096114,-3.6599793,-5.923317,-2.7738557,-3.54775,2.452112,1.4328071,3.6397927,2.23883
HeStutters,0,11,42928800,42976800,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_11,-310.75836,27.546114,-17.37885,24.965216,-20.023012,1.1677474,-13.532715,-7.309593,-3.0973854,-5.1103797,-7.832861,-5.4899383,-3.351382,-4.3603454,-10.109835,-1.6788545,-3.3668778,-1.301071,-2.0902283,-1.6100088,-3.2887104,-2.332984,-3.540664,0.26249534,-3.948036,-3.2593818,-3.16354,-2.002792,-8.113313,-3.7983265,-6.7057905,-1.5446374,-6.3561873,-0.98750645,-3.1072156,-1.4228358,-3.615824,-1.1710954,-1.9373322
HeStutters,0,12,43139360,43187360,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_12,-434.341,57.685276,7.8367796,17.070408,6.4341617,1.5724199,-7.1287246,-2.3251631,-6.440955,-4.5490756,-1.6944424,-5.390088,-5.644976,0.8416227,-3.3635917,-4.244845,-2.4583511,-2.678643,-5.012799,-2.7320945,-2.9415245,-3.7031465,-3.8157372,-2.7800581,-2.838815,-2.3091018,-2.6720016,-2.0837731,-3.3103478,-1.1719763,-3.0300293,-1.8696761,-2.2416828,-2.5186174,-2.9855247,-1.7008222,-2.8661544,-2.5286105,-3.5404224
HeStutters,0,13,46154240,46202240,0,0,0,0,0,1,0,1,2,0,0,0,HeStutters_0_13,-341.8498,61.99964,-0.47937492,9.223397,2.5007114,-9.957643,-7.6787553,-1.9966363,-14.824733,-0.8129966,-4.367767,-8.509872,-4.498004,-5.32529,-6.654917,-4.4244227,-7.207543,-4.900439,-4.4983106,-3.2186296,-4.4689407,-5.4192314,-3.2470162,-3.2379384,-2.1045825,-1.4438769,-4.5550117,-5.310179,-4.867311,-3.38516,-5.3660784,-2.790547,-5.1664324,-4.1673236,-3.4086826,-2.6395211,-3.1056237,-1.2173142,1.0864257
HeStutters,0,14,49133440,49181440,0,0,0,1,0,0,0,0,2,0,0,0,HeStutters_0_14,-298.01794,71.143105,-5.607355,13.226309,-11.565172,-4.543204,-11.515868,0.5731761,-13.835962,-4.600275,-1.7700214,-8.727123,-6.657076,-2.2459755,-9.79761,-3.5968697,-5.25534,-2.67247,-5.999237,-1.2743424,-5.3581524,-2.7919228,-1.210024,-3.3877046,-2.0176044,-1.9196525,-3.8503132,-2.6591296,-3.791443,-3.740043,-7.05025,-2.566781,-6.5650377,-1.1825327,-3.09439,-0.7660671,-2.0059404,0.094358414,-0.86982554
HeStutters,0,15,49411840,49459840,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_15,-392.3434,64.797386,15.740823,5.9142237,-3.1243167,-5.967296,-3.6175647,-4.3247995,-6.54453,-1.9522426,-3.0977368,-7.164125,-4.3600054,-0.265387,-5.788722,-4.3007298,-1.2710057,-5.19978,-4.082912,-2.7394156,-5.404485,-2.5266523,-1.7435087,-2.030888,-2.2287204,-2.5553098,-3.2351108,-2.3340576,-4.1142473,-1.4926013,-4.031503,-2.185715,-4.858533,-3.3547626,-4.557939,-3.9242105,-4.426962,-1.1507962,-0.13219705
HeStutters,0,16,51492320,51540320,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_16,-280.3825,60.39518,-4.546774,6.0752187,-10.967949,-6.362136,-12.122167,-1.4367774,-15.154408,-6.9411407,-4.1447015,-9.300904,-6.7885756,-0.037045754,-8.666027,-6.94264,-7.809055,-1.8098309,-5.2946963,-3.8988578,-4.3244576,-3.986269,-3.9170632,-4.281199,-4.1491427,-3.4237359,-7.1869144,-4.5982113,-3.9105425,-0.9602296,1.0801022,4.886201,1.2789007,1.189228,-4.3244815,-2.2816935,-2.4038398,2.3641086,-2.104922
HeStutters,0,17,6970880,7018880,0,0,0,0,0,0,0,0,3,1,0,0,HeStutters_0_17,-383.2359,49.98627,2.6920347,14.354122,1.7774228,-2.4203212,-12.342792,1.0719693,-9.256073,-6.607179,-0.8089443,-9.527816,-5.3648534,0.41822594,-7.9990735,-2.9743023,-2.9893043,-4.9839716,-3.6998084,-4.046079,-2.8578598,-2.3207417,-4.8005366,-0.4556503,-4.795008,-4.1057796,-3.1516867,-4.9718027,-3.7688072,-4.1945896,-5.892848,-1.8764614,-4.7188773,-0.8060574,-2.4540722,-2.8374972,-3.300279,-1.0574147,0.9163518
HeStutters,0,18,8215200,8263200,0,0,0,1,0,0,0,0,2,1,0,0,HeStutters_0_18,-360.24127,66.061165,-1.4538618,11.259468,-4.462043,-0.25393206,-5.415998,-6.300482,-7.7692266,-6.4999924,-2.8341775,-6.035948,-7.4830303,-0.12163664,-7.157241,-3.634912,-4.9717927,-1.8333323,-7.7109933,0.069482885,-4.5077257,-2.6404166,-2.9637532,-3.5749571,-3.732832,-1.1120508,-5.55255,-0.61905533,-3.5819128,-3.7340546,-4.0000634,-3.9187567,-4.653064,-3.615363,-4.5212464,-4.688979,-4.819591,-3.0518835,-3.040537
HeStutters,0,19,9985280,10033280,0,0,1,0,0,0,0,0,2,0,0,0,HeStutters_0_19,-293.65506,73.83307,1.9009963,-2.408337,-4.000989,1.0766038,-3.9047654,-3.9177926,-7.3149004,-5.230086,1.1738938,-10.094393,-5.409697,2.449066,-5.0339556,-6.8615727,-1.2480876,-3.3371646,-5.428972,-1.4244262,-4.6972775,-2.1038737,-4.534689,-3.8091323,-6.457783,-2.7059376,-4.2411585,-3.4161558,-5.561645,-5.5925164,-4.3785625,-0.64255184,0.97305745,3.5074828,0.13381438,-1.1129129,-6.0458937,-0.86904615,-0.37609115
HeStutters,0,20,11197600,11245600,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_20,-300.60464,52.58779,-1.1058,22.788187,-2.6267157,-5.491357,-18.113768,0.016458085,-17.751234,-10.870638,-3.5494852,-9.037821,-6.5990534,1.0337485,-9.026358,-0.7837498,-3.6806836,-5.6225824,-3.1750517,-4.490635,-5.083002,-4.9427443,-4.5517483,-3.7092645,-8.05051,-1.0008172,-5.8477798,-4.5627127,-6.3986635,-4.791157,-6.4183455,-1.7777121,-3.0661929,0.3725632,-1.137544,1.6152533,1.3406017,3.3474815,5.101213
HeStutters,0,22,12315840,12363840,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_22,-298.60587,88.62969,-15.168173,6.499321,-3.6726265,-5.224223,-13.261746,-5.251006,-16.107136,-7.6557956,0.74803406,-10.107166,-11.233958,-0.7992201,-7.8649654,-7.4406776,-5.412578,-1.631096,-6.389356,-2.853198,-4.9703336,-3.0897062,-4.2631564,-3.258534,-3.7183836,-2.0881793,-2.2592156,-2.49086,-3.4777555,-5.541067,-5.1397395,-5.1279254,-4.616574,-2.1330147,-0.6858975,0.43606648,0.19362044,1.6534011,0.11133517
HeStutters,0,24,15001760,15049760,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_24,-317.7534,72.65198,-3.7088647,37.616867,0.43680325,-13.887415,-15.856247,1.8166571,-18.327396,-17.77707,2.1701674,-13.29307,-8.454935,-3.560862,-7.951249,-7.7092247,-3.8326235,-5.8698635,-7.901331,-2.3874743,-6.6054826,-3.1421852,-5.1261716,-2.1438165,-4.2232094,-0.6771111,-5.9892383,-2.0832772,-4.802829,-2.8437605,-5.3229494,-3.2390263,-4.990278,-3.9667761,-6.279115,-4.679057,-6.979182,-6.139553,-6.8781285
HeStutters,0,25,16317280,16365280,0,0,1,0,0,0,0,0,2,0,0,0,HeStutters_0_25,-325.40115,49.427807,10.411882,13.885595,7.602158,-4.217633,-8.928023,4.2322755,-11.84211,-4.328746,-3.8042197,-4.898051,-3.4354544,-2.8891933,-4.7301407,-3.0494752,-3.8480928,-2.0893471,-6.3844833,0.38660342,-6.6498947,-3.7794259,-4.0593247,-2.9475358,-3.889673,-1.9020319,-4.4774294,-2.2904768,-3.4068694,-2.6581519,-5.095962,-2.602269,-3.5768504,-2.5338628,-4.0959344,-2.0468762,-5.150751,-3.3449557,-4.5052834
HeStutters,0,26,3562240,3610240,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_26,-322.67563,39.41156,-26.036314,31.284819,-20.774286,-5.054771,-8.84982,-4.6702213,-6.7832117,-8.442829,-9.905901,-7.3228836,-6.587358,-7.179508,-4.9669256,-6.857038,-0.2648429,-2.2269616,-4.0333877,0.035163093,-1.9740137,-1.3594536,-2.427017,-3.1691175,-3.2525122,-1.4128988,-6.1735816,-0.6894897,-8.594144,-4.114342,-7.8832016,-2.8817985,-3.8581471,-0.8066553,-3.2498581,2.8656788,-1.0273589,3.645358,3.4952457
HeStutters,0,27,18732320,18780320,0,0,0,1,3,1,0,1,0,0,0,0,HeStutters_0_27,-303.7552,18.651146,-36.094337,38.466976,-14.92611,7.419243,-21.363647,-2.7649913,1.1547238,-10.078408,-3.8320951,-9.36683,-1.8734607,-1.2871332,-3.3650136,-1.3040557,-2.259263,-0.7987875,-3.5744488,-0.7334884,-0.6709181,-1.7139547,-5.755176,0.00904836,-2.2204466,-0.9875897,-5.9362392,-0.26633203,-7.3634596,-1.3943688,-7.0723433,-2.9811673,-4.4149737,-4.908753,-3.1495502,1.3719165,0.18284075,3.9738052,5.18139
HeStutters,0,28,18902240,18950240,0,0,1,0,0,0,0,0,2,0,0,0,HeStutters_0_28,-386.35272,66.89737,4.982717,11.331669,-0.9573483,-3.9592106,-2.7021198,-0.90801287,-10.224295,-1.2944262,-7.1414394,-3.1053298,-7.352438,-3.900578,-5.4076705,-5.8417125,-7.3888373,-3.2752576,-4.92244,-2.9373665,-6.893767,-2.2222252,-4.4644403,-2.5246832,-3.7897825,-0.95779914,-5.988603,-1.8572968,-4.498874,-3.657591,-5.379473,-1.620054,-4.120697,-2.6810212,-3.8644967,-2.9181895,-3.89073,-0.7532378,-1.7200108
HeStutters,0,29,19004000,19052000,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_29,-350.79446,50.433178,-12.152786,18.358025,-7.0810757,0.92348844,-3.5635037,-0.727779,-9.469959,-4.8012404,-6.577333,-6.392432,-8.617146,-3.958779,-7.4747677,-5.2683306,-6.1211886,-1.6503139,-4.846794,-2.0602715,-3.4993834,-2.835922,-6.532711,-1.1695286,-3.6458845,1.3264031,-3.4272575,3.4098258,-1.7767478,2.5051599,-4.7283206,-0.7653519,-4.821845,-1.78469,-3.789897,-1.8565108,-4.9277287,-1.978533,-1.4955131
HeStutters,0,31,21092480,21140480,0,0,1,0,0,0,0,0,2,0,0,0,HeStutters_0_31,-357.26,61.08652,-3.5154312,-10.9259205,-4.4676957,-3.847586,-3.1108468,-1.1940587,-9.639895,-0.27703872,-2.6158354,-2.803694,-4.8988156,-1.5438702,-5.6872897,-3.0610485,-5.20455,-1.8465236,-5.169683,-3.3974028,-2.7772317,-4.3396993,-3.1782632,-3.6808836,-2.5567458,0.3175045,-0.6781698,1.064055,-2.3174539,-0.995286,-3.6982512,1.1641445,2.5842335,4.1598487,-1.2029743,-2.5318406,-4.8919396,-0.45980278,-0.875721
HeStutters,0,32,21147520,21195520,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_32,-344.02863,91.31115,-13.436655,4.7413445,2.297916,-12.380066,-5.074987,-5.159529,-12.917839,-4.0285144,-1.6608448,-3.5835497,-12.48895,-2.5650728,-4.799506,-5.4462843,-3.5976875,-4.655966,-6.190371,-0.547623,-4.5892444,-3.2093925,-3.1858716,-3.2037823,-3.0956602,-2.5417624,-4.1417494,-2.4667485,-3.6296692,-3.302252,-5.2451816,-3.1532946,-3.6343238,-2.7133446,-3.6849139,-1.0435022,-2.4737525,-1.5494595,-3.3615787
HeStutters,0,33,25293440,25341440,0,0,2,1,0,0,0,0,1,0,0,0,HeStutters_0_33,-293.12845,85.38057,-22.70324,-9.756576,-12.716976,-6.034638,-14.893907,2.3801222,-16.125296,-4.782759,-2.4625127,-11.998861,-7.994078,0.6883359,-11.262131,-5.721147,-5.6151247,-1.9511901,-7.744692,-3.7257836,-4.3029513,-5.631288,-5.781584,-6.667319,-3.9797447,-0.85531616,-0.70758647,0.88399035,2.2784786,0.008215929,-3.0731006,-2.8137136,-4.3508554,-3.4514406,-4.4338784,-1.19807,-4.8860955,-0.4853212,0.3720535
HeStutters,0,34,25822720,25870720,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_34,-360.33096,57.451157,-0.5387557,16.938963,-0.9521964,-7.886212,-1.8537781,-5.877229,-9.258484,-5.0034847,-2.229489,-3.5907843,-6.2120204,-1.8828256,-3.4457273,-4.930507,-3.1168463,-2.9083438,-4.8724494,-3.190235,-4.195739,-4.6983147,-3.8269553,-1.4676657,-4.703961,-3.7662418,-4.443383,-4.0358896,-4.182403,-1.4634699,0.6529463,2.4464846,1.0066252,1.7864004,-1.1304531,-0.9517285,-1.2366822,1.2717087,-0.82113874
HeStutters,0,35,26746400,26794400,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_35,-386.7721,71.609764,-1.2144278,22.36686,-2.8403788,-9.708256,-9.47436,-2.1750946,-8.146026,-10.45409,-3.390001,-7.627431,-7.354706,-4.1115756,-7.2930875,-5.027459,-2.2239118,-4.455565,-5.627142,-3.267335,-4.921341,-2.9975638,-5.5779853,-2.9748294,-4.080092,-3.6231432,-5.4382606,-6.1975226,-5.624866,-6.0857263,-4.994065,-1.5816926,-1.8505629,-0.35591453,-1.4300262,0.31419408,-0.71263325,0.70924,-0.31217095
HeStutters,0,36,27774880,27822880,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_36,-285.34488,67.88211,-9.519813,16.974579,-4.9030704,-4.554548,-9.683019,-6.3266764,-15.487232,-7.5966134,-5.372644,-11.02563,-8.554456,-2.7383416,-6.6286225,-5.142801,-4.311897,-2.187585,-6.4897037,-3.3250155,-4.9725275,-4.6575027,-4.9677777,-4.514777,-6.522739,-3.6287591,-6.88408,-6.2442393,-5.013051,-5.9800363,-5.099024,-0.30867395,-1.4073235,3.787917,2.5699203,2.611376,-0.14574112,0.5635106,-1.1949649
HeStutters,0,37,27813440,27861440,0,0,1,0,0,0,0,1,2,0,0,0,HeStutters_0_37,-365.4152,79.79451,-2.646614,-6.4513383,-8.522144,-6.568447,-4.9995117,-8.953444,-10.441697,-1.8826205,-3.7468667,-8.806194,-5.4805512,-0.53392226,-4.35467,-4.0065393,-8.7225895,-1.91262,-8.834,-3.1842716,-4.446779,-4.0652113,-1.1798974,-3.5954185,-2.8278155,-1.2321951,-3.2914064,-0.755517,-0.5954136,-2.1528077,-1.8850237,-2.8844478,-4.621129,-0.3234196,-0.72542393,2.365485,-1.6851627,-1.0279133,-4.032117
HeStutters,0,38,29565600,29613600,0,0,1,0,0,0,0,0,2,0,0,0,HeStutters_0_38,-366.41876,78.887146,2.464673,20.872036,2.1345859,-8.125457,-11.872888,-3.5233152,-11.716524,-5.0137596,-4.5925674,-7.9561477,-6.128982,-3.2176054,-5.1724124,-6.4865613,-4.9161572,-2.7682314,-6.4875464,-2.737951,-3.8202713,-5.1706867,-3.5471802,-4.5680113,-3.5376809,-3.318888,-4.7132325,-3.5793688,-4.2690845,-3.7738726,-3.9442737,-3.0941727,-5.346491,-3.021975,-5.1728897,-3.381579,-4.4968743,-3.569619,-3.7478862
HeStutters,0,39,30011200,30059200,0,0,0,1,0,0,0,0,2,0,0,0,HeStutters_0_39,-296.9105,-21.512255,-12.081517,43.095333,-14.919692,-1.435291,-15.5904,-2.1775331,-8.194232,-14.843324,-7.5795803,-4.2444024,-4.648048,-3.8919659,-5.513814,1.5789006,-5.007384,-1.6962785,-2.4913201,-5.6554675,-3.0481443,-2.6747956,-7.061523,2.6433265,-6.1321445,3.9533913,-2.4196956,0.89531976,-0.89423394,4.0513043,-1.5679673,2.0197406,-1.0392672,6.1132665,3.5793662,2.28336,-3.652641,-1.7394414,-1.1513076
HeStutters,1,1,27906400,27954400,0,0,0,0,0,1,0,1,2,0,0,0,HeStutters_1_1,-439.98596,88.10233,-1.9981874,33.194103,0.5192227,-6.441599,-21.857227,-4.3765087,-21.993494,-7.518584,-17.888243,-5.186344,-6.2575808,-14.505777,0.3000247,-10.869891,-0.7280723,-6.9588623,-2.3852012,-3.983778,-1.1165423,-2.1915677,-3.782732,-2.593292,-3.5841548,-0.6694408,-4.8956537,-0.9804621,-3.0367424,-1.3212522,-3.707854,-1.954618,-2.4988875,-3.6508338,-2.7487745,-3.1710665,-2.771623,-3.7814844,-1.1346221
HeStutters,1,2,28160960,28208960,0,0,1,0,0,0,0,0,2,1,0,0,HeStutters_1_2,-459.49426,112.89873,-10.494305,11.839633,-4.359106,5.8738604,-29.789343,-4.677408,-20.918732,5.36436,-16.966383,-8.583194,-5.145133,-10.96578,-0.29016966,-15.492515,0.35695365,-5.988064,-0.4339264,-5.493377,-0.41712236,-2.8910468,-4.102098,-0.6589241,-3.5621994,-1.3033314,-3.9748178,0.8546861,-3.5186183,-1.7443817,-2.834109,-0.776344,-1.0279125,-1.564915,-1.5385606,-1.7818658,-0.64796287,-3.0169713,-1.8252645
HeStutters,1,3,28193760,28241760,0,0,0,1,0,0,0,3,2,1,0,0,HeStutters_1_3,-423.32047,56.913776,-36.97681,40.274246,-25.30544,19.694237,-29.979336,2.793063,-14.00955,-10.384767,-6.8447013,-14.735861,-3.6422243,-12.012617,-3.267763,-10.967446,-1.7666274,-6.8251452,-3.9267714,-3.3043716,-2.1067674,-3.747754,-4.445987,-1.3731146,-1.3897859,4.7817364,3.5627801,7.4495263,1.5476536,2.3102734,-2.7611346,-2.847299,-0.52996516,-2.5438263,-1.9333298,-3.3498518,1.4451896,-0.8257877,1.8585199
HeStutters,1,4,28351360,28399360,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_1_4,-418.4452,103.88683,-30.266285,26.878878,-11.66066,3.5153124,-27.021893,-11.834179,-7.5828433,-7.8057556,-12.518568,-1.0516592,-7.828531,-7.137817,-0.07671441,-14.819918,2.1280882,-6.9775996,-4.008283,-4.573958,-2.2003105,-0.4326033,-3.7438948,-1.3933464,-3.5064526,-1.6128324,-2.6195498,-0.6420008,-3.03798,-1.6651902,-3.9755898,-2.2707145,-3.0196004,-2.9262307,-2.3604395,-2.6821296,-2.2751298,-4.3779335,-2.8325853
HeStutters,1,5,28390400,28438400,0,0,0,0,0,3,0,1,0,0,0,0,HeStutters_1_5,-433.33304,108.10302,-18.726727,12.797217,0.16761048,-6.5317063,-22.826351,-10.197195,-15.2963085,-6.064887,-13.664784,-1.037247,-3.2370863,-11.30175,-1.374177,-13.570981,-0.6315464,-4.6564775,-6.240854,-5.128675,-2.0494063,-1.8892525,-4.1981764,-0.1613975,-3.760005,-2.4265227,-3.7334497,-2.7214892,-2.515291,-1.5433023,-2.7005575,-3.0855856,-3.7849686,-3.5695434,-2.3665805,-3.2701535,-3.157803,-2.8637857,-2.2250988
HeStutters,1,6,28443200,28491200,0,0,0,0,0,1,0,0,2,1,0,0,HeStutters_1_6,-492.97955,97.51684,-4.2991624,9.012478,-4.888267,2.07193,-14.677265,-2.408294,-21.343113,0.12300362,-13.174463,-0.93054557,-0.9458119,-7.562904,1.8246136,-9.619003,1.4652028,-4.6007676,-2.8459322,-8.651949,-0.12409346,-1.847236,-4.921766,-0.7973083,-2.2649457,-1.7845473,-3.2734804,1.1736159,-3.1509383,-1.3832363,-2.0719392,-1.6326832,-3.4684873,-3.1982877,-2.307145,-2.9416082,-2.4368825,-2.5971553,-1.4714253
HeStutters,1,8,28539840,28587840,0,0,0,0,0,2,0,0,1,0,0,0,HeStutters_1_8,-494.81573,84.97207,1.0178617,13.250941,4.572205,0.69011617,-12.168562,-10.61221,-17.491869,-2.7350569,-9.947231,-9.0587435,-8.354892,-9.394745,-4.204998,-9.440787,-1.8333923,-5.607406,-4.2016325,-5.967418,-0.22267567,-1.7038082,-5.059157,-0.9613081,-2.3839557,-0.8573019,-2.8144486,-0.7475931,-2.2449543,-1.1959403,-0.8936693,-2.2018285,-2.4516618,-1.1668557,-0.7345504,-1.2743458,-0.18811256,-0.74130017,0.1616048
