filepath,result,fluent
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/23/MyStutteringLife_23_95.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_23_95.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_23_95.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/6/HeStutters_6_127.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_6_127.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_6_127.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/30/WomenWhoStutter_30_164.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_30_164.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_30_164.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/19/WomenWhoStutter_19_13.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_19_13.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_19_13.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/40/StutterTalk_40_29.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_40_29.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_40_29.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/3/StutterTalk_3_9.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_3_9.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_3_9.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/47/StutterTalk_47_6.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_47_6.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_47_6.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/26/StutterTalk_26_11.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_26_11.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_26_11.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/2/StutterTalk_2_31.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_2_31.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_2_31.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/21/WomenWhoStutter_21_206.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_21_206.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_21_206.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/1/HeStutters_1_135.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_1_135.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_1_135.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/63/WomenWhoStutter_63_11.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_63_11.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_63_11.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/3/IStutterSoWhat_3_32.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/IStutterSoWhat_3_32.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_3_32.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/10/WomenWhoStutter_10_173.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_10_173.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_10_173.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/10/WomenWhoStutter_10_78.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_10_78.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_10_78.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/0/WomenWhoStutter_0_128.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_0_128.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_0_128.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/32/MyStutteringLife_32_106.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_32_106.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_32_106.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/5/HeStutters_5_4.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_5_4.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_5_4.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/18/HeStutters_18_61.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_18_61.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_18_61.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/21/WomenWhoStutter_21_94.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_21_94.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_21_94.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/51/WomenWhoStutter_51_19.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_51_19.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_51_19.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/20/MyStutteringLife_20_1.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_20_1.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_20_1.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/11/StutterTalk_11_32.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_11_32.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_11_32.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/38/MyStutteringLife_38_12.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_38_12.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_38_12.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/85/WomenWhoStutter_85_2.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_85_2.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_85_2.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/8/StutterTalk_8_89.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_8_89.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_8_89.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/38/MyStutteringLife_38_36.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_38_36.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_38_36.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/26/WomenWhoStutter_26_17.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_26_17.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_26_17.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/33/StutterTalk_33_66.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_33_66.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_33_66.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/43/StutterTalk_43_78.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_43_78.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_43_78.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/43/WomenWhoStutter_43_13.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_43_13.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_43_13.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/6/HeStutters_6_88.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_6_88.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_6_88.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/108/WomenWhoStutter_108_19.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_108_19.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_108_19.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/0/IStutterSoWhat_0_7.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/IStutterSoWhat_0_7.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_0_7.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/88/WomenWhoStutter_88_198.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_88_198.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_88_198.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/34/StutterTalk_34_19.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_34_19.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_34_19.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/30/MyStutteringLife_30_103.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_30_103.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_30_103.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/9/HeStutters_9_23.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_9_23.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_9_23.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/97/WomenWhoStutter_97_78.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_97_78.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_97_78.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/30/WomenWhoStutter_30_79.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_30_79.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_30_79.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/6/HeStutters_6_77.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_6_77.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_6_77.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/85/WomenWhoStutter_85_34.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_85_34.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_85_34.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/66/StutterTalk_66_20.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_66_20.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_66_20.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/61/WomenWhoStutter_61_37.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_61_37.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_61_37.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/10/WomenWhoStutter_10_150.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_10_150.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_10_150.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/84/WomenWhoStutter_84_17.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_84_17.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_84_17.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/103/WomenWhoStutter_103_86.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_103_86.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_103_86.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/86/WomenWhoStutter_86_47.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_86_47.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_86_47.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/21/WomenWhoStutter_21_62.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_21_62.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_21_62.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/13/StutterTalk_13_23.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_13_23.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_13_23.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/6/StutterTalk_6_30.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_6_30.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_6_30.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/87/WomenWhoStutter_87_16.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_87_16.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_87_16.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/7/MyStutteringLife_7_90.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_7_90.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_7_90.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/64/StutterTalk_64_169.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_64_169.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_64_169.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/0/WomenWhoStutter_0_135.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_0_135.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_0_135.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/20/HeStutters_20_62.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_20_62.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_20_62.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/37/MyStutteringLife_37_17.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_37_17.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_37_17.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/15/HeStutters_15_111.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_15_111.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_15_111.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/61/WomenWhoStutter_61_3.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_61_3.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_61_3.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/19/HeStutters_19_59.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_19_59.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_19_59.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/78/StutterTalk_78_5.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_78_5.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_78_5.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/26/StutterTalk_26_141.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_26_141.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_26_141.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/34/WomenWhoStutter_34_169.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_34_169.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_34_169.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/59/StutterTalk_59_5.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_59_5.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_59_5.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/56/WomenWhoStutter_56_73.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_56_73.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_56_73.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/28/StutterTalk_28_26.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_28_26.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_28_26.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/68/StutterTalk_68_204.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_68_204.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_68_204.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/3/IStutterSoWhat_3_12.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/IStutterSoWhat_3_12.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_3_12.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/46/StutterTalk_46_7.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_46_7.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_46_7.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/89/WomenWhoStutter_89_27.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_89_27.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_89_27.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/8/HeStutters_8_99.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_8_99.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_8_99.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/57/StutterTalk_57_18.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_57_18.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_57_18.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/6/WomenWhoStutter_6_63.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_6_63.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_6_63.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HVSA/3/HVSA_3_11.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HVSA_3_11.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HVSA_3_11.wav
