,Show,EpId,ClipId,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech
21,HeStutters,0,24,15001760,15049760,0,0,0,0,0,0,0,0,3,0,0,0
22,HeStutters,0,25,16317280,16365280,0,0,1,0,0,0,0,0,2,0,0,0
23,HeStutters,0,26,3562240,3610240,0,0,0,0,0,0,0,0,3,0,0,0
24,HeStutters,0,28,18902240,18950240,0,0,1,0,0,0,0,0,2,0,0,0
25,HeStutters,0,29,19004000,19052000,0,0,0,0,0,0,0,0,3,0,0,0
26,HeStutters,0,31,21092480,21140480,0,0,1,0,0,0,0,0,2,0,0,0
27,HeStutters,0,32,21147520,21195520,0,0,0,0,0,0,0,0,3,0,0,0
28,HeStutters,0,33,25293440,25341440,0,0,2,1,0,0,0,0,1,0,0,0
29,HeStutters,0,34,25822720,25870720,0,0,0,0,0,0,0,0,3,0,0,0
30,HeStutters,0,35,26746400,26794400,0,0,0,0,0,0,0,0,3,0,0,0
31,HeStutters,0,36,27774880,27822880,0,0,0,0,0,0,0,0,3,0,0,0
32,HeStutters,0,37,27813440,27861440,0,0,1,0,0,0,0,1,2,0,0,0
33,HeStutters,0,38,29565600,29613600,0,0,1,0,0,0,0,0,2,0,0,0
34,HeStutters,0,39,30011200,30059200,0,0,0,1,0,0,0,0,2,0,0,0
35,HeStutters,1,2,28160960,28208960,0,0,1,0,0,0,0,0,2,1,0,0
36,HeStutters,1,3,28193760,28241760,0,0,0,1,0,0,0,3,2,1,0,0
37,HeStutters,1,4,28351360,28399360,0,0,0,0,0,0,0,0,3,0,0,0
38,HeStutters,1,9,29043360,29091360,0,0,0,1,0,0,0,0,2,0,0,0
39,HeStutters,1,14,29571040,29619040,0,0,3,0,0,0,0,3,0,0,0,0
40,HeStutters,1,15,30017440,30065440,0,0,3,0,1,0,0,1,0,0,0,0
41,HeStutters,1,16,30052800,30100800,0,0,0,1,0,0,0,0,2,0,0,0
42,HeStutters,1,22,30745440,30793440,0,0,1,1,0,0,0,0,2,1,0,0
43,HeStutters,1,23,30771360,30819360,0,0,1,0,0,0,0,0,2,0,0,0
44,HeStutters,1,25,30925120,30973120,0,0,1,0,0,0,0,0,1,0,0,0
45,HeStutters,1,26,30961440,31009440,0,0,0,1,0,0,0,2,2,0,0,0
46,HeStutters,1,32,31661920,31709920,0,0,3,0,0,0,0,3,0,0,0,0
47,HeStutters,1,33,31802080,31850080,0,0,0,1,3,0,0,0,0,0,0,0
48,HeStutters,1,36,31917440,31965440,0,0,0,1,0,0,0,3,2,0,0,0
49,HeStutters,1,38,31963680,32011680,0,0,0,1,0,0,0,0,2,0,0,0
50,HeStutters,1,39,32034720,32082720,0,0,0,1,1,0,0,2,1,1,0,0
51,HeStutters,1,43,32695840,32743840,0,0,0,1,0,0,0,3,2,2,0,0
52,HeStutters,1,49,33136160,33184160,0,0,0,2,2,0,0,0,0,0,0,0
53,HeStutters,1,50,33175200,33223200,0,0,0,1,2,0,0,1,1,2,0,0
54,HeStutters,1,52,33372160,33420160,0,0,0,0,0,0,0,0,3,2,0,0
55,HeStutters,1,57,5247680,5295680,0,0,1,0,2,0,0,0,1,1,0,0
56,HeStutters,1,59,34259040,34307040,0,0,1,0,0,0,0,2,2,0,0,0
57,HeStutters,1,63,34995840,35043840,0,0,2,1,0,0,0,0,0,0,0,0
58,HeStutters,1,66,35470560,35518560,0,0,1,0,0,0,0,0,2,0,0,0
59,HeStutters,1,67,35897120,35945120,0,0,0,1,2,0,0,1,0,0,0,0
60,HeStutters,1,70,36630240,36678240,0,0,0,2,2,0,0,3,0,0,0,0
61,HeStutters,1,75,37930720,37978720,0,0,0,3,2,0,0,0,0,0,0,0
62,HeStutters,1,77,38740320,38788320,0,0,0,2,1,0,0,0,0,0,0,0
63,HeStutters,1,78,38775520,38823520,0,0,0,1,0,0,0,0,2,1,0,0
64,HeStutters,1,82,38922880,38970880,0,0,2,2,2,0,0,0,0,0,0,0
65,HeStutters,1,86,39507680,39555680,0,0,2,0,0,0,0,0,1,1,0,0
66,HeStutters,1,87,39564320,39612320,0,0,0,2,0,0,0,0,1,1,0,0
67,HeStutters,1,88,39631040,39679040,0,0,0,0,2,0,0,1,1,0,0,0
68,HeStutters,1,91,39817440,39865440,0,0,2,0,1,0,0,0,0,0,0,0
69,HeStutters,1,96,6270720,6318720,0,0,0,1,2,0,0,0,0,0,0,0
70,HeStutters,1,99,40635200,40683200,0,0,1,0,0,0,0,1,2,1,0,0
71,HeStutters,1,101,40904160,40952160,0,0,2,1,0,0,0,1,0,0,0,0
72,HeStutters,1,103,41236960,41284960,0,0,0,0,0,0,0,2,3,0,0,0
73,HeStutters,1,105,6492320,6540320,0,0,0,0,2,0,0,0,1,0,0,0
74,HeStutters,1,107,6638560,6686560,0,0,0,0,0,0,0,0,3,0,0,0
75,HeStutters,1,108,6675360,6723360,0,0,1,1,0,0,0,0,1,1,0,0
76,HeStutters,1,109,6978880,7026880,0,0,0,2,0,0,0,3,1,2,0,0
77,HeStutters,1,110,7013120,7061120,0,0,0,0,0,0,0,0,3,1,0,0
78,HeStutters,1,113,7456800,7504800,0,0,0,1,0,0,0,0,2,0,0,0
79,HeStutters,1,116,2704800,2752800,0,0,2,1,2,0,0,0,0,1,0,0
80,HeStutters,1,118,7956000,8004000,0,0,2,0,0,0,0,3,1,1,0,0
81,HeStutters,1,121,8976480,9024480,0,0,0,0,0,0,0,3,3,1,0,0
82,HeStutters,1,122,9014560,9062560,0,0,0,1,0,0,0,0,2,0,0,0
83,HeStutters,1,125,9227520,9275520,0,0,0,2,2,0,0,0,0,0,0,0
84,HeStutters,1,128,9708320,9756320,0,0,1,1,0,0,0,0,1,1,0,0
85,HeStutters,1,131,10160800,10208800,0,0,0,0,0,0,0,0,3,1,0,0
86,HeStutters,1,132,10280320,10328320,0,0,0,2,0,0,0,0,1,0,0,0
87,HeStutters,1,134,10564160,10612160,0,0,1,1,0,0,0,0,2,0,0,0
88,HeStutters,1,135,2934400,2982400,0,0,1,1,1,0,0,3,1,0,0,0
89,HeStutters,1,137,12466240,12514240,0,0,2,1,2,0,0,0,0,0,0,0
90,HeStutters,1,140,12821920,12869920,0,0,2,0,0,0,0,0,2,0,0,0
91,HeStutters,1,142,12901440,12949440,0,0,1,1,0,0,0,0,1,0,0,0
92,HeStutters,1,145,13221920,13269920,0,0,1,1,0,0,0,0,1,2,0,0
93,HeStutters,1,149,14726400,14774400,0,0,1,0,0,0,0,0,2,0,0,0
94,HeStutters,1,150,14758560,14806560,0,0,0,2,0,0,0,0,1,0,0,0
95,HeStutters,1,155,15124320,15172320,0,0,0,0,3,0,0,0,0,1,0,0
96,HeStutters,1,156,3482240,3530240,0,0,1,1,1,0,0,0,0,0,0,0
97,HeStutters,1,159,15205760,15253760,0,0,2,2,1,0,0,0,0,1,0,0
98,HeStutters,1,160,15252000,15300000,0,0,2,2,1,0,0,1,1,0,0,0
99,HeStutters,1,161,15289600,15337600,0,0,3,0,2,0,0,0,0,0,0,0
100,HeStutters,1,162,15335200,15383200,0,0,0,1,0,0,0,0,2,1,0,0
101,HeStutters,1,163,15381440,15429440,0,0,1,0,2,0,0,0,0,1,0,0
102,HeStutters,1,165,16053120,16101120,0,0,1,0,0,0,0,0,2,1,0,0
103,HeStutters,1,166,16190400,16238400,0,0,0,1,1,0,0,0,2,1,0,0
104,HeStutters,1,168,16315520,16363520,0,0,2,0,0,0,0,2,1,0,0,0
105,HeStutters,1,169,16348960,16396960,0,0,2,2,1,0,0,0,0,0,0,0
106,HeStutters,1,171,16502400,16550400,0,0,0,1,0,0,0,0,2,2,0,0
107,HeStutters,1,176,3907040,3955040,0,0,0,1,0,0,0,0,2,2,0,0
108,HeStutters,1,178,16874240,16922240,0,0,0,0,0,0,0,3,3,0,0,0
109,HeStutters,1,179,16914400,16962400,0,0,0,2,0,0,0,1,1,0,0,0
110,HeStutters,1,180,16963680,17011680,0,0,2,0,0,0,0,1,1,0,0,0
111,HeStutters,1,181,17010720,17058720,0,0,0,0,2,0,0,0,1,0,0,0
112,HeStutters,1,183,17106400,17154400,0,0,0,2,2,0,0,0,0,0,0,0
113,HeStutters,1,186,17453920,17501920,0,0,0,1,2,0,0,0,0,0,0,0
114,HeStutters,1,187,17499040,17547040,0,0,0,1,0,0,0,0,2,0,0,0
115,HeStutters,1,188,17666080,17714080,0,0,3,0,0,0,0,1,0,0,0,0
116,HeStutters,1,189,17700640,17748640,0,0,0,2,0,0,0,0,1,0,0,0
117,HeStutters,1,191,17900000,17948000,0,0,2,0,0,0,0,0,1,0,0,0
118,HeStutters,1,192,17972960,18020960,0,0,0,0,0,0,0,0,3,1,0,0
119,HeStutters,1,195,4043360,4091360,0,0,0,0,0,0,0,0,3,0,0,0
120,HeStutters,1,196,18749120,18797120,0,0,1,1,0,0,0,0,1,1,0,0
121,HeStutters,1,199,19138080,19186080,0,0,0,0,0,0,0,2,3,1,0,0
122,HeStutters,1,200,19231360,19279360,0,0,1,1,0,0,0,0,1,0,0,0
123,HeStutters,1,201,19308960,19356960,0,0,0,2,1,0,0,0,0,0,0,0
124,HeStutters,1,206,20360480,20408480,0,0,0,2,0,0,0,1,1,1,0,0
125,HeStutters,1,213,20876960,20924960,0,0,1,0,0,0,0,0,2,0,0,0
126,HeStutters,1,215,20998080,21046080,0,0,0,1,0,0,0,3,2,1,0,0
127,HeStutters,1,216,21037120,21085120,0,0,0,0,0,0,0,2,3,1,0,0
128,HeStutters,1,221,21863040,21911040,0,0,1,0,1,0,0,0,1,0,0,0
129,HeStutters,1,225,22859840,22907840,0,0,0,1,1,0,0,0,1,0,0,0
130,HeStutters,1,228,22972800,23020800,0,0,0,0,0,0,0,0,3,0,0,0
131,HeStutters,1,230,23288480,23336480,0,0,1,1,0,0,0,0,1,0,0,0
132,HeStutters,1,231,4642400,4690400,0,0,0,1,0,0,0,1,2,0,0,0
133,HeStutters,1,232,4675520,4723520,0,0,0,1,1,0,0,3,1,1,0,0
134,HeStutters,1,233,23335040,23383040,0,0,1,0,0,0,0,3,2,1,0,0
135,HeStutters,1,234,23371520,23419520,0,0,1,2,1,0,0,0,0,1,0,0
136,HeStutters,1,237,23531360,23579360,0,0,1,0,0,0,0,1,2,0,0,0
137,HeStutters,1,239,24020000,24068000,0,0,1,1,0,0,0,2,1,0,0,0
138,HeStutters,1,241,24104000,24152000,0,0,1,2,0,0,0,1,0,0,0,0
139,HeStutters,1,242,24141920,24189920,0,0,1,0,1,0,0,0,2,1,0,0
140,HeStutters,1,244,24263200,24311200,0,0,3,0,0,0,0,0,0,0,0,0
141,HeStutters,1,245,24326240,24374240,0,0,1,1,1,0,0,1,1,1,0,0
142,HeStutters,1,246,24364160,24412160,0,0,3,0,0,0,0,0,0,0,0,0
143,HeStutters,1,247,24762880,24810880,0,0,1,1,1,0,0,0,1,1,0,0
144,HeStutters,1,248,24795840,24843840,0,0,1,2,0,0,0,1,1,2,0,0
145,HeStutters,1,249,25347520,25395520,0,0,2,1,1,0,0,1,0,0,0,0
146,HeStutters,1,254,26066720,26114720,0,0,0,2,3,0,0,0,0,0,0,0
147,HeStutters,1,256,26785280,26833280,0,0,0,0,0,0,0,0,3,0,0,0
148,HeStutters,1,258,26877120,26925120,0,0,2,0,2,0,0,0,0,0,0,0
149,HeStutters,1,261,27184000,27232000,0,0,0,1,0,0,0,2,2,1,0,0
150,HeStutters,1,264,27357440,27405440,0,0,1,1,0,0,0,0,1,1,0,0
151,HeStutters,1,265,27487840,27535840,0,0,1,0,0,0,0,0,2,2,0,0
152,HeStutters,1,267,27572160,27620160,0,0,1,1,2,0,0,0,0,0,0,0
153,HeStutters,2,0,451840,499840,0,0,0,1,0,0,0,0,2,0,0,0
154,HeStutters,2,2,31583200,31631200,0,0,0,2,0,0,0,2,1,0,0,0
155,HeStutters,2,5,31917280,31965280,0,0,1,1,0,0,0,0,1,1,0,0
156,HeStutters,2,8,32853280,32901280,0,0,3,0,0,0,0,3,0,2,0,0
157,HeStutters,2,14,33720640,33768640,0,0,0,0,0,0,0,0,3,0,0,0
158,HeStutters,2,15,33753120,33801120,0,0,0,1,0,0,0,2,2,0,0,0
159,HeStutters,2,17,33919680,33967680,0,0,0,2,0,0,0,3,1,3,0,0
160,HeStutters,2,18,33975680,34023680,0,0,0,1,0,0,0,0,2,2,0,0
161,HeStutters,2,19,34008800,34056800,0,0,1,0,0,0,0,3,2,1,0,0
162,HeStutters,2,20,2603200,2651200,0,0,0,1,0,0,0,2,2,0,0,0
163,HeStutters,2,21,34062560,34110560,0,0,0,1,0,0,0,3,2,1,0,0
164,HeStutters,2,22,34198720,34246720,0,0,0,1,0,0,0,0,2,0,0,0
165,HeStutters,2,30,35700640,35748640,0,0,0,2,0,0,0,3,1,0,0,0
166,HeStutters,2,31,35829920,35877920,0,0,0,0,0,0,0,0,3,1,0,0
167,HeStutters,2,35,36380480,36428480,0,0,0,2,2,0,0,0,0,1,0,0
168,HeStutters,2,36,36410880,36458880,0,0,0,0,0,0,0,0,3,0,0,0
169,HeStutters,2,38,36562880,36610880,0,0,1,1,0,0,0,0,1,1,0,0
170,HeStutters,2,43,2974080,3022080,0,0,0,0,0,0,0,0,3,0,0,0
171,HeStutters,2,50,4253120,4301120,0,0,0,1,1,0,0,0,2,0,0,0
172,HeStutters,2,52,4375040,4423040,0,0,0,0,0,0,0,2,3,0,0,0
173,HeStutters,2,54,4550240,4598240,0,0,0,0,0,0,0,0,3,1,0,0
174,HeStutters,2,55,4988640,5036640,0,0,1,0,0,0,0,1,2,0,0,0
175,HeStutters,2,57,511520,559520,0,0,1,3,0,0,0,0,0,1,0,0
176,HeStutters,2,58,540160,588160,0,0,1,0,0,0,0,1,2,0,0,0
177,HeStutters,2,60,5148960,5196960,0,0,3,0,0,0,0,3,0,0,0,0
178,HeStutters,2,63,5292800,5340800,0,0,1,0,0,0,0,2,2,1,0,0
179,HeStutters,2,66,5779360,5827360,0,0,2,0,0,0,0,3,1,0,0,0
180,HeStutters,2,69,6882400,6930400,0,0,1,0,0,0,0,1,2,2,0,0
181,HeStutters,2,71,7955840,8003840,0,0,2,1,0,0,0,0,1,0,0,0
182,HeStutters,2,72,7987520,8035520,0,0,2,1,2,0,0,0,0,0,0,0
183,HeStutters,2,75,8220640,8268640,0,0,2,0,0,0,0,3,1,0,0,0
184,HeStutters,2,77,610560,658560,0,0,1,0,0,0,0,0,2,0,0,0
185,HeStutters,2,78,640960,688960,0,0,1,0,0,0,0,0,2,2,0,0
186,HeStutters,2,79,8451840,8499840,0,0,0,2,0,0,0,0,1,0,0,0
187,HeStutters,2,80,8479680,8527680,0,0,1,0,0,0,0,3,2,1,0,0
188,HeStutters,2,85,8933280,8981280,0,0,2,2,0,0,0,0,0,0,0,0
189,HeStutters,2,88,9051680,9099680,0,0,0,0,0,0,0,0,3,0,0,0
190,HeStutters,2,89,9167520,9215520,0,0,0,2,0,0,0,0,1,0,0,0
191,HeStutters,2,93,9920640,9968640,0,0,1,0,0,0,0,3,2,1,0,0
192,HeStutters,2,94,10241920,10289920,0,0,1,0,0,0,0,3,2,1,0,0
193,HeStutters,2,96,1026720,1074720,0,0,0,0,0,0,0,0,3,2,0,0
194,HeStutters,2,97,996320,1044320,0,0,1,0,0,0,0,0,2,0,0,0
195,HeStutters,2,99,10604320,10652320,0,0,1,0,0,0,0,0,2,1,0,0
196,HeStutters,2,100,10651040,10699040,0,0,0,0,1,0,0,0,2,0,0,0
197,HeStutters,2,104,10928000,10976000,0,0,3,0,0,0,0,3,0,0,0,0
198,HeStutters,2,106,11022240,11070240,0,0,1,0,0,0,0,3,2,1,0,0
199,HeStutters,2,111,11796000,11844000,0,0,0,1,0,0,0,0,2,0,0,0
200,HeStutters,2,112,11852640,11900640,0,0,2,0,0,0,0,3,1,0,0,0
201,HeStutters,2,118,14015200,14063200,0,0,0,0,0,0,0,0,3,0,0,0
202,HeStutters,2,121,14284000,14332000,0,0,1,0,0,0,0,0,2,2,0,0
203,HeStutters,2,127,15043680,15091680,0,0,0,0,0,0,0,2,3,1,0,0
204,HeStutters,2,128,15447200,15495200,0,0,3,0,0,0,0,3,0,0,0,0
205,HeStutters,2,130,15531040,15579040,0,0,2,0,1,0,0,3,0,3,0,0
206,HeStutters,2,134,1358240,1406240,0,0,0,1,0,0,0,0,2,0,0,0
207,HeStutters,2,135,1390720,1438720,0,0,0,0,0,0,0,0,3,1,0,0
208,HeStutters,2,138,17233760,17281760,0,0,0,1,0,0,0,0,2,0,0,0
209,HeStutters,2,139,17276800,17324800,0,0,1,1,1,0,0,0,0,0,0,0
210,HeStutters,2,141,17446560,17494560,0,0,0,0,0,0,0,0,3,0,0,0
211,HeStutters,2,145,18547200,18595200,0,0,3,0,0,0,0,3,0,0,0,0
212,HeStutters,2,150,19572320,19620320,0,0,0,2,1,0,0,1,0,1,0,0
213,HeStutters,2,155,1417920,1465920,0,0,1,1,0,0,0,3,2,0,0,0
214,HeStutters,2,157,20449120,20497120,0,0,0,1,0,0,0,0,2,0,0,0
215,HeStutters,2,159,20748000,20796000,0,0,1,0,0,0,0,0,2,0,0,0
216,HeStutters,2,161,21402720,21450720,0,0,0,1,0,0,0,1,2,1,0,0
217,HeStutters,2,166,21891040,21939040,0,0,0,1,2,0,0,0,1,0,0,0
218,HeStutters,2,168,21989120,22037120,0,0,1,1,0,0,0,3,1,1,0,0
219,HeStutters,2,170,22285760,22333760,0,0,0,0,0,0,0,0,3,0,0,0
220,HeStutters,2,174,22417440,22465440,0,0,1,2,1,0,0,0,0,1,0,0
221,HeStutters,2,177,22529440,22577440,0,0,0,0,0,0,0,1,3,2,0,0
222,HeStutters,2,179,22837440,22885440,0,0,3,0,0,0,0,3,0,0,0,0
223,HeStutters,2,180,22869440,22917440,0,0,0,0,0,0,0,1,3,0,0,0
224,HeStutters,2,181,23507040,23555040,0,0,0,0,0,0,0,0,3,1,0,0
225,HeStutters,2,182,23547200,23595200,0,0,0,0,0,0,0,0,3,0,0,0
226,HeStutters,2,188,25499040,25547040,0,0,3,2,1,0,0,0,0,0,0,0
227,HeStutters,2,189,25683200,25731200,0,0,2,0,2,0,0,0,0,0,0,0
228,HeStutters,2,191,26204800,26252800,0,0,0,1,0,0,0,0,2,0,0,0
229,HeStutters,2,193,1847200,1895200,0,0,2,1,0,0,0,3,0,1,0,0
230,HeStutters,2,194,1874880,1922880,0,0,1,0,0,0,0,3,2,0,0,0
231,HeStutters,2,199,27418240,27466240,0,0,0,1,0,0,0,1,2,0,0,0
232,HeStutters,2,206,29256320,29304320,0,0,1,1,0,0,0,1,2,1,0,0
233,HeStutters,2,207,29894880,29942880,0,0,1,0,0,0,0,3,2,0,0,0
234,HeStutters,2,208,29937600,29985600,0,0,0,2,0,0,0,1,1,0,0,0
235,HeStutters,2,211,30720800,30768800,0,0,0,1,0,0,0,2,2,1,0,0
236,HeStutters,2,215,2529600,2577600,0,0,0,0,0,0,0,3,3,1,0,0
237,HeStutters,3,2,47905920,47953920,0,0,0,0,0,0,0,3,3,0,0,0
238,HeStutters,3,4,50530720,50578720,0,0,0,0,0,0,0,1,3,0,0,0
239,HeStutters,3,7,7659360,7707360,0,0,0,0,0,0,0,0,3,1,0,0
240,HeStutters,3,11,10882880,10930880,0,0,0,1,0,0,0,1,2,0,0,0
241,HeStutters,3,16,19905600,19953600,0,0,0,0,0,0,0,0,3,1,0,0
242,HeStutters,3,25,25138720,25186720,0,0,0,0,0,0,0,0,3,0,0,0
243,HeStutters,3,28,28997760,29045760,0,0,0,0,0,0,0,0,3,0,0,0
244,HeStutters,3,29,3184320,3232320,0,0,0,0,0,0,0,3,3,0,0,0
245,HeStutters,3,38,42001440,42049440,0,0,0,2,0,0,0,0,2,1,0,0
246,HeStutters,4,2,37414240,37462240,0,0,0,1,0,0,0,0,2,1,0,0
247,HeStutters,4,3,37718560,37766560,0,0,1,1,0,0,0,0,2,0,0,0
248,HeStutters,4,5,5666880,5714880,0,0,0,0,0,0,0,0,3,0,0,0
249,HeStutters,4,7,6701600,6749600,0,0,0,0,0,0,0,2,3,0,0,0
250,HeStutters,4,8,6736640,6784640,0,0,2,1,0,0,0,2,1,0,0,0
251,HeStutters,4,9,7083680,7131680,0,0,0,0,0,0,0,3,3,1,0,0
252,HeStutters,4,10,8555040,8603040,0,0,0,0,0,0,0,2,3,0,0,0
253,HeStutters,4,11,8593440,8641440,0,0,0,0,0,0,0,0,3,0,0,0
254,HeStutters,4,12,8754560,8802560,0,0,1,0,0,0,0,0,2,0,0,0
255,HeStutters,4,13,8792000,8840000,0,0,0,0,0,0,0,0,3,2,0,0
256,HeStutters,4,14,1730080,1778080,0,0,2,1,0,0,0,2,0,1,0,0
257,HeStutters,4,15,15173280,15221280,0,0,0,0,0,0,0,0,3,0,0,0
258,HeStutters,4,16,17101600,17149600,0,0,1,1,0,0,0,3,2,0,0,0
259,HeStutters,4,17,18881120,18929120,0,0,1,0,0,0,0,0,2,0,0,0
260,HeStutters,4,18,22986400,23034400,0,0,2,1,0,0,0,2,0,0,0,0
261,HeStutters,4,19,23604800,23652800,0,0,3,2,0,0,0,0,0,0,0,0
262,HeStutters,4,20,23766560,23814560,0,0,0,1,0,0,0,0,2,0,0,0
263,HeStutters,4,21,23809280,23857280,0,0,0,0,0,0,0,0,3,1,0,0
264,HeStutters,4,25,26913120,26961120,0,0,1,0,0,0,0,1,2,0,0,0
265,HeStutters,4,30,29880800,29928800,0,0,0,0,0,0,0,0,3,0,0,0
266,HeStutters,4,31,31804480,31852480,0,0,0,0,0,0,0,0,3,0,0,0
267,HeStutters,4,32,32738080,32786080,0,0,0,3,1,0,0,0,0,0,0,0
268,HeStutters,4,35,34777600,34825600,0,0,0,1,0,0,0,0,2,2,0,0
269,HeStutters,4,36,34834240,34882240,0,0,0,0,0,0,0,0,3,0,0,0
270,HeStutters,4,38,35359360,35407360,0,0,0,0,0,0,0,2,3,1,0,0
271,HeStutters,5,0,285920,333920,0,0,0,1,0,0,0,0,2,0,0,0
272,HeStutters,5,1,44576000,44624000,0,0,0,0,3,0,0,0,0,0,0,0
273,HeStutters,5,3,44848000,44896000,0,0,0,1,0,0,0,0,2,0,0,0
274,HeStutters,5,4,44882400,44930400,0,0,1,2,0,0,0,3,1,1,0,0
275,HeStutters,5,5,45278560,45326560,0,0,1,0,0,0,0,0,2,0,0,0
276,HeStutters,5,6,45315680,45363680,0,0,1,1,1,0,0,0,0,0,0,0
277,HeStutters,5,7,45338560,45386560,0,0,1,1,0,0,0,1,1,0,0,0
278,HeStutters,5,8,45516960,45564960,0,0,2,0,0,0,0,0,1,0,0,0
279,HeStutters,5,10,45662720,45710720,0,0,1,0,0,0,0,0,2,2,0,0
280,HeStutters,5,12,45906720,45954720,0,0,0,0,0,0,0,0,3,0,0,0
281,HeStutters,5,15,46356160,46404160,0,0,3,1,1,0,0,0,0,0,0,0
282,HeStutters,5,16,3721600,3769600,0,0,3,0,0,0,0,1,0,2,0,0
283,HeStutters,5,17,3751200,3799200,0,0,1,0,0,0,0,3,2,0,0,0
284,HeStutters,5,20,4195680,4243680,0,0,0,1,0,0,0,3,2,2,0,0
285,HeStutters,5,23,4540800,4588800,0,0,2,0,0,0,0,3,1,1,0,0
286,HeStutters,5,27,5268160,5316160,0,0,0,1,0,0,0,0,2,0,0,0
287,HeStutters,5,28,5502720,5550720,0,0,1,2,1,0,0,1,0,0,0,0
288,HeStutters,5,29,5540800,5588800,0,0,0,0,0,0,0,2,3,1,0,0
289,HeStutters,5,30,5592000,5640000,0,0,1,0,0,0,0,0,2,1,0,0
290,HeStutters,5,35,472480,520480,0,0,0,2,0,0,0,0,1,1,0,0
291,HeStutters,5,36,506080,554080,0,0,1,0,1,0,0,0,1,1,0,0
292,HeStutters,5,38,6308000,6356000,0,0,0,0,3,0,0,0,0,0,0,0
293,HeStutters,5,39,7770720,7818720,0,0,0,2,3,0,0,0,0,1,0,0
294,HeStutters,5,40,7798880,7846880,0,0,0,1,1,0,0,0,1,1,0,0
295,HeStutters,5,41,8160000,8208000,0,0,1,1,0,0,0,0,1,1,0,0
296,HeStutters,5,42,8189440,8237440,0,0,0,0,0,0,0,0,3,0,0,0
297,HeStutters,5,43,8237120,8285120,0,0,0,0,0,0,0,0,3,0,0,0
298,HeStutters,5,44,8336320,8384320,0,0,1,2,1,0,0,0,0,0,0,0
299,HeStutters,5,56,683360,731360,0,0,0,0,0,0,0,0,3,2,0,0
300,HeStutters,5,57,711200,759200,0,0,0,0,0,0,0,0,3,1,0,0
301,HeStutters,5,61,12492640,12540640,0,0,0,1,3,0,0,1,0,0,0,0
302,HeStutters,5,62,12550720,12598720,0,0,1,0,0,0,0,3,2,0,0,0
303,HeStutters,5,63,12592000,12640000,0,0,0,2,0,0,0,0,1,2,0,0
304,HeStutters,5,66,12727680,12775680,0,0,1,1,0,0,0,3,1,1,0,0
305,HeStutters,5,67,12903040,12951040,0,0,0,0,0,0,0,0,3,0,0,0
306,HeStutters,5,68,12935840,12983840,0,0,1,0,0,0,0,0,2,2,0,0
307,HeStutters,5,69,13868800,13916800,0,0,0,0,3,0,0,1,0,0,0,0
308,HeStutters,5,72,14447520,14495520,0,0,0,0,0,0,0,0,3,1,0,0
309,HeStutters,5,73,14796480,14844480,0,0,0,1,0,0,0,0,2,1,0,0
310,HeStutters,5,75,1127360,1175360,0,0,0,0,0,0,0,2,3,0,0,0
311,HeStutters,5,76,1155360,1203360,0,0,0,1,3,0,0,3,0,0,0,0
312,HeStutters,5,79,15176480,15224480,0,0,1,0,0,0,0,0,2,0,0,0
313,HeStutters,5,80,16180160,16228160,0,0,1,1,3,0,0,0,0,0,0,0
