Show,EpId,ClipId,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech,Name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
HeStutters,0,22,12315840,12363840,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_22,-298.60587,88.62969,-15.168173,6.499321,-3.6726265,-5.224223,-13.261746,-5.251006,-16.107136,-7.6557956,0.74803406,-10.107166,-11.233958,-0.7992201,-7.8649654,-7.4406776,-5.412578,-1.631096,-6.389356,-2.853198,-4.9703336,-3.0897062,-4.2631564,-3.258534,-3.7183836,-2.0881793,-2.2592156,-2.49086,-3.4777555,-5.541067,-5.1397395,-5.1279254,-4.616574,-2.1330147,-0.6858975,0.43606648,0.19362044,1.6534011,0.11133517
HeStutters,0,24,15001760,15049760,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_24,-317.7534,72.65198,-3.7088647,37.616867,0.43680325,-13.887415,-15.856247,1.8166571,-18.327396,-17.77707,2.1701674,-13.29307,-8.454935,-3.560862,-7.951249,-7.7092247,-3.8326235,-5.8698635,-7.901331,-2.3874743,-6.6054826,-3.1421852,-5.1261716,-2.1438165,-4.2232094,-0.6771111,-5.9892383,-2.0832772,-4.802829,-2.8437605,-5.3229494,-3.2390263,-4.990278,-3.9667761,-6.279115,-4.679057,-6.979182,-6.139553,-6.8781285
HeStutters,0,26,3562240,3610240,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_26,-322.67563,39.41156,-26.036314,31.284819,-20.774286,-5.054771,-8.84982,-4.6702213,-6.7832117,-8.442829,-9.905901,-7.3228836,-6.587358,-7.179508,-4.9669256,-6.857038,-0.2648429,-2.2269616,-4.0333877,0.035163093,-1.9740137,-1.3594536,-2.427017,-3.1691175,-3.2525122,-1.4128988,-6.1735816,-0.6894897,-8.594144,-4.114342,-7.8832016,-2.8817985,-3.8581471,-0.8066553,-3.2498581,2.8656788,-1.0273589,3.645358,3.4952457
HeStutters,0,29,19004000,19052000,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_29,-350.79446,50.433178,-12.152786,18.358025,-7.0810757,0.92348844,-3.5635037,-0.727779,-9.469959,-4.8012404,-6.577333,-6.392432,-8.617146,-3.958779,-7.4747677,-5.2683306,-6.1211886,-1.6503139,-4.846794,-2.0602715,-3.4993834,-2.835922,-6.532711,-1.1695286,-3.6458845,1.3264031,-3.4272575,3.4098258,-1.7767478,2.5051599,-4.7283206,-0.7653519,-4.821845,-1.78469,-3.789897,-1.8565108,-4.9277287,-1.978533,-1.4955131
HeStutters,0,32,21147520,21195520,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_32,-344.02863,91.31115,-13.436655,4.7413445,2.297916,-12.380066,-5.074987,-5.159529,-12.917839,-4.0285144,-1.6608448,-3.5835497,-12.48895,-2.5650728,-4.799506,-5.4462843,-3.5976875,-4.655966,-6.190371,-0.547623,-4.5892444,-3.2093925,-3.1858716,-3.2037823,-3.0956602,-2.5417624,-4.1417494,-2.4667485,-3.6296692,-3.302252,-5.2451816,-3.1532946,-3.6343238,-2.7133446,-3.6849139,-1.0435022,-2.4737525,-1.5494595,-3.3615787
HeStutters,0,34,25822720,25870720,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_34,-360.33096,57.451157,-0.5387557,16.938963,-0.9521964,-7.886212,-1.8537781,-5.877229,-9.258484,-5.0034847,-2.229489,-3.5907843,-6.2120204,-1.8828256,-3.4457273,-4.930507,-3.1168463,-2.9083438,-4.8724494,-3.190235,-4.195739,-4.6983147,-3.8269553,-1.4676657,-4.703961,-3.7662418,-4.443383,-4.0358896,-4.182403,-1.4634699,0.6529463,2.4464846,1.0066252,1.7864004,-1.1304531,-0.9517285,-1.2366822,1.2717087,-0.82113874
HeStutters,0,35,26746400,26794400,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_35,-386.7721,71.609764,-1.2144278,22.36686,-2.8403788,-9.708256,-9.47436,-2.1750946,-8.146026,-10.45409,-3.390001,-7.627431,-7.354706,-4.1115756,-7.2930875,-5.027459,-2.2239118,-4.455565,-5.627142,-3.267335,-4.921341,-2.9975638,-5.5779853,-2.9748294,-4.080092,-3.6231432,-5.4382606,-6.1975226,-5.624866,-6.0857263,-4.994065,-1.5816926,-1.8505629,-0.35591453,-1.4300262,0.31419408,-0.71263325,0.70924,-0.31217095
HeStutters,0,36,27774880,27822880,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_36,-285.34488,67.88211,-9.519813,16.974579,-4.9030704,-4.554548,-9.683019,-6.3266764,-15.487232,-7.5966134,-5.372644,-11.02563,-8.554456,-2.7383416,-6.6286225,-5.142801,-4.311897,-2.187585,-6.4897037,-3.3250155,-4.9725275,-4.6575027,-4.9677777,-4.514777,-6.522739,-3.6287591,-6.88408,-6.2442393,-5.013051,-5.9800363,-5.099024,-0.30867395,-1.4073235,3.787917,2.5699203,2.611376,-0.14574112,0.5635106,-1.1949649
HeStutters,0,39,30011200,30059200,0,0,0,1,0,0,0,0,2,0,0,0,HeStutters_0_39,-296.9105,-21.512255,-12.081517,43.095333,-14.919692,-1.435291,-15.5904,-2.1775331,-8.194232,-14.843324,-7.5795803,-4.2444024,-4.648048,-3.8919659,-5.513814,1.5789006,-5.007384,-1.6962785,-2.4913201,-5.6554675,-3.0481443,-2.6747956,-7.061523,2.6433265,-6.1321445,3.9533913,-2.4196956,0.89531976,-0.89423394,4.0513043,-1.5679673,2.0197406,-1.0392672,6.1132665,3.5793662,2.28336,-3.652641,-1.7394414,-1.1513076
HeStutters,1,4,28351360,28399360,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_1_4,-418.4452,103.88683,-30.266285,26.878878,-11.66066,3.5153124,-27.021893,-11.834179,-7.5828433,-7.8057556,-12.518568,-1.0516592,-7.828531,-7.137817,-0.07671441,-14.819918,2.1280882,-6.9775996,-4.008283,-4.573958,-2.2003105,-0.4326033,-3.7438948,-1.3933464,-3.5064526,-1.6128324,-2.6195498,-0.6420008,-3.03798,-1.6651902,-3.9755898,-2.2707145,-3.0196004,-2.9262307,-2.3604395,-2.6821296,-2.2751298,-4.3779335,-2.8325853
HeStutters,1,9,29043360,29091360,0,0,0,1,0,0,0,0,2,0,0,0,HeStutters_1_9,-376.80557,103.52947,-27.193077,14.247788,-13.795989,-3.0508215,-23.581017,-13.342364,-19.817413,-1.6258818,-14.061677,-1.0459237,-4.603391,-8.804601,3.6072657,-16.877708,-0.29632488,-6.4833603,-5.081817,-6.040723,-1.3259925,-1.0078912,-3.4476185,-0.8339415,-3.241347,-1.1954261,-3.5373654,0.095660746,-4.4005213,-1.2642486,-3.7019799,-0.5815663,-2.7216861,-3.2891712,-1.3757992,-4.9486723,-1.9898804,-4.6396637,-2.2186728
HeStutters,1,16,30052800,30100800,0,0,0,1,0,0,0,0,2,0,0,0,HeStutters_1_16,-376.20886,78.53219,-22.999361,30.496592,-13.133833,12.758912,-24.14397,-13.507777,-12.986058,-3.5923877,-15.16658,-3.5100079,-1.1572951,-10.701959,-0.4859023,-10.910112,3.6598098,-3.8810763,-6.47501,-4.141685,-1.4443293,-3.8501837,-2.716182,-0.93214613,-0.43417886,2.7949548,-2.157474,-1.3507727,-5.5245523,-2.281538,-2.6744673,-1.172598,-2.7656615,-4.308121,-1.8423845,-2.9335964,-2.5305498,-3.6626961,-2.0184796
HeStutters,1,38,31963680,32011680,0,0,0,1,0,0,0,0,2,0,0,0,HeStutters_1_38,-518.2226,77.857574,14.12927,26.087458,9.610715,8.631263,-10.6862955,-5.304459,-11.587515,-2.6042607,-11.654875,-6.227562,-2.6630607,-7.990362,-1.9260604,-5.9193077,-0.8987575,-3.0845568,-0.07528621,-2.6409793,-1.1749716,-2.560323,-1.9112552,-1.5944012,-3.1996143,-0.8031949,-2.9364796,-0.39770797,-1.2405124,-0.43672392,-0.8417639,-1.0311947,-2.1238213,-1.3553909,-2.5048902,-3.0613213,-1.8430266,-2.7140903,-2.3217735
HeStutters,1,107,6638560,6686560,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_1_107,-475.87134,93.21771,3.0807421,29.17359,7.21689,5.9938564,-13.808851,-6.9843874,-11.859577,-2.5317223,-16.87026,-5.008918,-4.917581,-10.648438,-0.9930511,-11.227025,1.0864326,-6.4053297,-3.5780723,-3.4003594,-3.0498633,-2.3255374,-4.91335,-1.980611,-4.464135,-2.4247074,-2.4678466,-2.5741718,-4.131084,-0.6168531,-3.471298,-2.6557512,-2.242817,-2.6912942,-2.6137671,-3.6653845,-2.5953598,-5.3981614,-3.1069596
HeStutters,1,113,7456800,7504800,0,0,0,1,0,0,0,0,2,0,0,0,HeStutters_1_113,-491.4415,69.12719,-6.51337,24.630932,8.4649105,4.1098313,-18.317518,-6.981699,-9.558593,-4.19222,-11.191194,-3.899327,-5.286979,-11.925688,-0.69170564,-9.470972,-0.7985674,-2.854944,-5.6588945,-3.0532777,-0.924125,-2.3029003,-2.871415,-1.7706397,-2.7073536,-0.8932114,-3.1218514,-1.4053252,-2.5679328,-1.5468471,-1.3739836,-1.4319845,-2.3325288,-2.6834555,-2.397709,-3.6180265,-2.3257616,-2.678346,-0.5495019
HeStutters,1,122,9014560,9062560,0,0,0,1,0,0,0,0,2,0,0,0,HeStutters_1_122,-499.1594,104.634415,-16.638695,0.7796306,-6.922442,4.562827,-13.801118,-7.646054,-5.9643917,4.7736793,-8.155787,-2.79402,-1.8329601,-5.152362,2.8855312,-4.9800186,3.808797,-2.0590427,-1.9105695,-4.6536508,-0.57019264,-0.59843326,-4.1626377,-1.1102498,-2.889038,2.902954,2.0132,3.121809,2.369977,0.8091343,0.36090073,0.8825416,-0.6969965,-1.5373428,-0.47982115,-2.0011451,-2.1323295,-1.2096833,0.26492837
HeStutters,1,132,10280320,10328320,0,0,0,2,0,0,0,0,1,0,0,0,HeStutters_1_132,-468.86038,97.32767,8.129985,16.010405,0.89479285,4.7342935,-15.684858,-4.643182,-11.286338,-1.0561708,-9.388007,-5.3498297,-4.5609083,-10.554536,-3.1598105,-7.8436728,2.5077116,-3.1682677,-1.4461254,-3.3370821,-2.5289173,-1.0996156,-2.9604585,-0.9311629,-1.9751319,-2.5355558,-4.147951,-2.5283513,-3.7137337,-2.1578922,-3.9165058,-1.2826434,0.01950747,0.33331022,-1.4705101,-1.5825113,-0.46012643,-2.644971,-1.4834483
HeStutters,1,150,14758560,14806560,0,0,0,2,0,0,0,0,1,0,0,0,HeStutters_1_150,-551.17676,58.778507,-1.1989704,18.754612,13.824836,3.9157014,-7.147716,-6.443918,-3.7223413,1.8974435,-5.6407957,-2.7174447,-3.0660248,-6.4254155,-0.7828216,-2.2737784,0.5116935,-1.6217749,-0.93196803,-0.73803806,1.1185436,-0.79188305,-2.370277,0.47940436,-1.0300835,-0.60580266,-1.7629377,-0.4328063,0.9810273,0.25863463,-0.68190295,-0.1836973,-1.1819116,-1.8259847,-1.675206,-2.0844128,-0.9318825,-1.3015536,-0.36914423
HeStutters,1,187,17499040,17547040,0,0,0,1,0,0,0,0,2,0,0,0,HeStutters_1_187,-460.28702,95.98253,-1.0038188,31.090117,0.7734925,-1.3838897,-22.132181,-4.9944453,-17.135109,-5.3220735,-15.958898,-6.6862526,-3.815288,-10.242119,-2.454289,-10.592237,2.2654257,-7.7991543,-5.4079566,-2.808953,-1.9093591,-1.9085784,-1.2882627,-0.78717655,-2.416814,-1.4596002,-2.5750318,-1.2357345,-3.5902019,-0.6785488,-1.9008793,-0.24522115,-3.194383,-2.4193184,-2.161027,-3.2444434,-2.4960923,-2.563222,-0.80740017
HeStutters,1,189,17700640,17748640,0,0,0,2,0,0,0,0,1,0,0,0,HeStutters_1_189,-438.1443,108.98509,-20.606195,10.820059,2.152289,5.8198724,-28.107027,-1.8192948,-12.719473,-2.834567,-7.9076786,-7.2302547,-4.6824255,-7.7408156,-1.8395832,-14.081891,-0.6208465,-6.6990943,-2.5112338,-4.0524206,-2.0381289,1.3568499,-1.6361319,-0.03128806,-3.402664,0.051844873,-2.7233493,-1.5434653,-3.5100029,-1.26041,-0.043610994,-0.36016333,-1.1644822,-3.016048,-2.4347796,-2.9756548,-3.0400002,-3.94344,-3.3093657
HeStutters,1,195,4043360,4091360,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_1_195,-422.27112,102.95902,-13.10106,28.32313,-7.5719204,4.2286572,-23.01786,-12.672542,-17.001696,-4.4431953,-16.357323,-4.873841,-7.5266557,-12.956029,-1.9890232,-13.492352,1.3351213,-5.239051,-2.6568813,-6.636444,-1.462826,-0.16320272,-3.168099,-2.1488638,-3.4375997,-1.6563541,-4.0550036,-0.7122913,-3.3353834,0.2347419,-3.857654,-1.7136079,-1.4515071,-2.2861075,-0.4494739,-0.9791573,-0.93859565,-3.1217802,-1.4337904
HeStutters,1,228,22972800,23020800,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_1_228,-460.4867,95.256744,-2.7359998,20.554783,-8.186328,9.840265,-19.419733,-2.0776703,-9.540679,2.9556043,-13.022952,-7.485763,-1.2397455,-10.223992,-1.5170186,-9.469022,-0.11086102,-4.3920827,-1.793479,-4.080094,-0.18996973,-2.2275712,-1.6594021,-0.84158266,-2.334959,0.43397906,-2.6158447,-1.3939986,-3.1155114,-1.0025432,-4.146396,-1.9628745,-3.2387156,-2.4296496,-1.8135377,-2.9107325,-1.6233555,-2.8716576,-2.0574665
HeStutters,1,256,26785280,26833280,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_1_256,-397.00806,97.907005,-3.8614593,17.769558,-3.024864,-5.6625295,-21.790628,-10.642798,-15.65453,-7.423441,-14.967421,-6.362764,-6.4036136,-4.7131715,-1.2538912,-14.209838,0.68403965,-6.2186637,-2.6559155,-4.0465794,-3.045778,-0.5197974,-2.5769289,-1.4934702,-4.8364434,-1.4735459,-2.983403,-1.0981798,-4.120845,-1.2492028,-1.6328589,-3.2603238,-1.3365248,-2.6013024,-1.8488747,-1.8158407,-1.2125117,-1.7262193,-1.2062068
HeStutters,2,0,451840,499840,0,0,0,1,0,0,0,0,2,0,0,0,HeStutters_2_0,-176.2754,-12.240959,-7.3200035,43.33655,-11.855274,7.8282638,-6.0433974,3.731585,1.3085978,-10.451798,-2.4449189,-4.452133,-0.83496356,0.2683211,-5.7717505,1.574936,-4.098058,2.2647388,-6.141113,-2.2448099,-6.773691,-2.793207,-6.8715014,-2.286595,-5.4086695,-1.7862492,-0.46501046,3.0443978,-3.3243482,8.381422,-2.7035263,1.3090321,-1.2293712,0.5098262,-5.278047,-3.925925,-0.41193298,-3.3816974,-4.565893
HeStutters,2,14,33720640,33768640,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_2_14,-213.92418,38.00837,-23.616465,33.01021,-16.516722,14.827766,-7.931098,4.1983747,0.48027465,-1.7196344,-3.954571,-6.1714315,-1.6305143,-0.8563607,-7.5183573,-0.55700386,-0.98358965,-0.9778631,-1.7722174,-0.7137159,-2.9646552,1.8113525,-4.7639155,-4.216715,-5.252393,-4.629577,-6.7708035,-3.4316587,-6.203249,-1.6719903,-6.4507914,-3.334123,-6.8972683,-4.8094263,-3.1833117,-0.6279277,2.6892664,4.367285,1.1632304
HeStutters,2,22,34198720,34246720,0,0,0,1,0,0,0,0,2,0,0,0,HeStutters_2_22,-203.4017,48.85767,-9.216547,49.18334,-8.345,20.666945,-7.573426,8.980568,-0.20519358,-2.7660387,-2.2295113,1.9945767,-0.53774273,-0.61822516,-2.9413397,-1.9331737,-0.22354484,-0.16096981,-0.6993792,-1.3821641,-1.8158705,-2.8108416,-1.308614,-1.734918,-1.9782658,-2.2912772,0.365807,-2.089029,-4.168373,0.96163577,-4.9800615,-0.6474747,-5.4791155,-1.9903067,-6.3832088,-1.6493508,-3.237418,-0.22968405,0.04851116
HeStutters,2,36,36410880,36458880,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_2_36,-164.95784,37.95775,-2.3215852,32.15794,-11.723239,16.766287,-0.7809273,1.3789629,4.750538,-2.2437475,-3.3401399,-1.6371164,4.766067,-1.2047375,-2.1729677,3.7864668,-4.4528375,-0.16514257,0.89427334,-2.6164742,-1.3845062,-1.3199131,-4.7414517,-0.29451063,-4.144901,-1.4953567,-2.247723,-0.61716825,-4.5872273,-0.9881628,-3.6666625,-0.04418034,-0.033826593,5.269449,2.7431219,4.5057836,0.5266089,-2.5571282,-1.782056
HeStutters,2,43,2974080,3022080,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_2_43,-246.65997,105.11534,23.146507,37.07357,-7.922843,6.743229,-8.350648,-8.84561,-2.0857928,-0.1631941,3.1151025,0.44645903,2.6820493,-5.2824564,-11.279754,-3.9915032,-5.239041,-7.3721747,-7.3138247,-1.8091948,0.8542128,-1.7520937,-4.8662157,-3.4957151,-5.508159,-3.9202323,-3.172658,-4.8867884,-4.5011597,-3.562946,-4.47875,-6.3154817,-7.236784,-6.2612176,-6.9662833,-6.0855656,-4.605932,-3.0797706,-5.750846
HeStutters,2,79,8451840,8499840,0,0,0,2,0,0,0,0,1,0,0,0,HeStutters_2_79,-196.0625,104.65858,-7.6923366,73.24901,-6.9428043,3.682906,-20.55695,-10.832969,0.17333357,-9.597156,7.756857,-9.814694,0.13420244,-0.37113717,-16.640455,-1.4672781,-3.0580091,-6.6228943,-7.1683264,-0.5478531,-1.2940865,-4.2832136,-3.3664489,-1.1754752,-4.7453275,-8.198968,-1.8574462,1.5178384,-3.668398,-7.412941,-3.1609244,-0.20311826,-2.1321876,-3.6326716,-3.7187269,-2.5951886,-4.8945794,-3.1138637,-4.0119123
HeStutters,2,88,9051680,9099680,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_2_88,-240.70705,37.580986,7.8247895,40.359566,-4.86935,7.1369004,-4.264257,-1.5959675,-4.069036,-6.0913124,-2.8081927,-5.305574,-3.204562,3.0541155,-7.961172,0.6691352,-2.8484297,-1.410618,-2.5291197,-3.840184,-5.3399754,-4.418941,-5.0431943,-1.9207671,-1.5968959,-0.06798468,-1.5269014,0.17919652,-4.220497,0.2146305,-4.7088385,-1.2258434,-6.119708,-4.822358,-6.3231716,-4.2617226,-2.0707319,-2.0704012,-4.292911
HeStutters,2,89,9167520,9215520,0,0,0,2,0,0,0,0,1,0,0,0,HeStutters_2_89,-211.34967,30.002651,-19.008783,37.759415,-14.172241,8.362303,-15.149841,-0.91304374,-4.2035165,-2.7912164,1.4871136,-7.5439253,-0.89999413,2.8195539,-6.2715855,-0.59646255,-3.1847613,-2.5448458,-4.2320437,0.383825,-6.3691134,-2.3278828,-6.3825502,-3.4367194,-5.334683,-4.2564206,-2.0597954,0.2897367,-1.5506548,0.7828628,-7.155678,-0.34716043,-7.054742,-0.7251223,-4.4224496,-1.2045027,-1.7254337,0.9967979,-1.6966844
HeStutters,2,111,11796000,11844000,0,0,0,1,0,0,0,0,2,0,0,0,HeStutters_2_111,-165.76724,27.915602,2.909762,33.80508,-1.1134098,12.724149,-7.0390997,7.1043572,-1.0630138,-4.3992558,-4.99678,-1.5587534,-4.5418124,-0.525344,-4.353405,2.9685276,-1.8393836,-0.4269613,0.3277735,-0.10012264,-3.0415392,-1.0851505,-3.467705,-1.791686,-4.411117,-3.1907926,-3.1960773,-1.8632143,-3.7032993,-1.187654,-2.5475457,-0.49380922,-2.899251,-0.96051246,-2.8198888,-0.6798816,-0.8460272,0.3902079,-1.6374027
HeStutters,2,118,14015200,14063200,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_2_118,-153.80814,32.723946,10.187157,36.9585,-0.9927714,11.361783,-1.4523304,10.9038725,-11.93416,-6.3835087,-2.6155183,-3.6501026,-1.0707207,-7.123976,-2.4268456,-3.0155864,-4.2535105,-0.3977908,-4.9824815,-4.1435237,-1.5014137,-1.6451331,-1.3170427,4.8729014,-2.8122175,0.8243489,-1.3622537,-4.4114914,-4.1218123,-2.2583733,-4.375403,-2.2332907,-5.1078396,-0.8597656,-3.6909513,0.67320067,-0.13114479,-0.89470273,-0.64272976
HeStutters,2,134,1358240,1406240,0,0,0,1,0,0,0,0,2,0,0,0,HeStutters_2_134,-226.14833,14.936988,-2.7480004,45.78204,-14.137859,11.8898735,-3.7561824,-0.96970195,5.896208,-4.9040647,-1.5473601,-4.537432,-0.96916395,2.4779518,-8.444511,2.6166995,-4.586541,0.25232378,-4.6178427,-4.3898993,-6.114057,-4.8415203,-4.7085648,0.3409552,1.990667,6.1019287,3.793563,3.1320179,-8.997596,-4.214131,-4.418237,-0.90634507,-5.098613,-7.6008053,-4.883539,-5.2492557,-3.569915,-5.9998755,-5.0420637
HeStutters,2,138,17233760,17281760,0,0,0,1,0,0,0,0,2,0,0,0,HeStutters_2_138,-246.61545,11.357267,10.538408,46.476547,-7.8695116,6.7784095,-4.468421,5.628316,-6.6006594,-0.5783023,-1.875447,0.8993329,-3.0402086,-0.70623714,-4.709946,1.0189978,-4.562741,-0.20172648,-2.5625553,-6.406318,-2.6885154,-2.7711954,-6.8366747,-3.1354928,-8.248566,-4.341724,-5.0396643,-1.8559157,-0.19728912,4.1426244,-0.5715494,1.62287,-3.8410912,-2.9956756,-4.4830422,-2.9362006,-3.6687427,-5.2751927,-4.026109
